,RADeg,decDeg,y_c,SNR,numSigPix,snr_threshold,template,iter_idx,idx,iter_num,patch_num,patch_idx
25,26.63133333333343,6.142666666666687,1.0877289747355692e-05,14.32336113617848,85,12.5,gauss0.3arcmin,14,25,4,0,25.0
26,26.13733333333342,6.4260000000000215,9.694110378057216e-06,14.207825357632505,99,12.5,gauss0.35arcmin,30,26,4,0,26.0
27,25.919333333333427,5.653333333333353,9.820766308338732e-06,14.015514015388046,96,12.5,gauss0.35arcmin,32,27,4,0,27.0
28,26.6980000000001,6.94266666666669,1.0159233078162775e-05,13.973322344875193,60,12.5,gauss0.3arcmin,17,28,4,0,28.0
29,26.451333333333416,5.768666666666686,9.16927555081742e-06,13.920927256854249,135,12.5,gauss0.45arcmin,59,29,4,0,29.0
30,27.03800000000008,5.394000000000018,1.0358989360045234e-05,13.594927756537672,51,12.5,gauss0.3arcmin,19,30,4,0,30.0
31,26.66200000000009,5.360666666666685,9.743947063231925e-06,13.481727938167266,60,12.5,gauss0.35arcmin,34,31,4,0,31.0
32,26.2100000000001,5.360666666666685,7.869804732396643e-06,12.887158872033476,86,12.5,gauss0.75arcmin,92,32,4,0,32.0
33,26.25200000000009,5.5260000000000185,9.000181475986086e-06,12.78161686763109,17,12.5,gauss0.35arcmin,38,33,4,0,33.0
34,26.841333333333417,5.754000000000019,9.05046065967776e-06,12.7461906390918,15,12.5,gauss0.35arcmin,39,34,4,0,34.0
35,26.59466666666676,5.956666666666687,9.01644835078134e-06,12.721895508065618,14,12.5,gauss0.35arcmin,40,35,4,0,35.0
36,26.268666666666768,5.394000000000018,1.0595446290911168e-05,12.596913215071924,4,12.5,gauss0.25arcmin,10,36,4,0,36.0
37,25.53866666666676,5.474666666666685,8.135558635054069e-06,12.530865721056426,3,12.5,gauss0.4arcmin,0,37,5,0,37.0
38,26.078666666666752,5.02533333333335,7.938200760868571e-06,12.514458472125476,4,12.5,gauss0.45arcmin,0,38,6,0,38.0
39,26.431333333333416,5.944666666666687,7.473063850585712e-06,12.094467182381068,368,10.0,gauss0.6arcmin,90,39,7,0,39.0
40,24.97933333333341,6.110666666666687,8.335926265720311e-06,11.850550107573827,106,10.0,gauss0.3arcmin,14,40,7,0,40.0
41,25.502000000000088,5.294000000000018,7.771945269951984e-06,11.461759483933587,109,10.0,gauss0.35arcmin,31,41,7,0,41.0
42,26.907333333333423,6.040666666666687,9.516920458788144e-06,11.349835411376205,59,10.0,gauss0.25arcmin,1,42,7,0,42.0
43,24.98933333333341,6.494666666666689,6.97723243774964e-06,11.20735449746049,116,10.0,gauss0.4arcmin,51,43,7,0,43.0
44,26.565333333333424,6.355333333333355,8.219669422399688e-06,11.191684268625345,65,10.0,gauss0.3arcmin,16,44,7,0,44.0
45,25.42266666666676,5.464666666666685,9.06969704754566e-06,11.184164410945996,58,10.0,gauss0.25arcmin,2,45,7,0,45.0
